text,label
complaining schools closed tomorrow use tube bus train go supermarket pub etc could quite easily get going every day life,POSITIVE
please check elderly neighbours preferably phone probably seen heard news coronavirus amp may scared go amp access online shopping make sure supplies bekind,POSITIVE
got message hours ago school closing next month classes online everyone's shopping cart packed brim actually getting serious,NEGATIVE
thank god someone worried financials dave financials pay people's bills put food table people rely stock market retirement income yes coronavirus,POSITIVE
real question stock things already dog food cat food litter tampons etc insane coronavirus thing going get iâ’m worried virus iâ’m worried told stay put supplies,NEGATIVE
also dont buy whatever selling give ego boost stop making feel like patronizing deeds itâ’s okay sell necessities higher prices buy anyway,POSITIVE
seeing resellers sell masks alcohols necessities prices expensive compared srps makes wonder people heartless insensitive opportunistic times crisis,NEGATIVE
people masks queuing outside supermarket rome glad see people cautious taking measures italy coronaviruspandemic socialdistancing,POSITIVE
fuel lowest price years however utility bills fuel prices remain making serious cash global crises coronaviruspandemic,NEGATIVE
freaking buying supplies important remember facts buy regular soap,NEGATIVE
experts saying stock two weeks worth food supplies half people live paycheck paycheck suppose money trillion handout big banks nothing struggling ask pay,POSITIVE
shelves local grocery store bare ransacked nice see everyone friendly letting people front line helping find certain items even making toilet paper jokes remaincalmandkind,POSITIVE
i'm going say right wrong people people fighting shit paper sick go store can't shop anything panic feared idiot fools think world coming end,NEGATIVE
went grocery store lunch pickup puppy food afternoon place rammed coronaviruspandemic,POSITIVE
dont buy things stores run food still make trips grocery store needed hurting everyone precautions control virus early still early stage ire,POSITIVE
government advice indoor gatherings supermarket right,NEGATIVE
coronavirus scare kashmir people say â‘bye byeâ’ chinese srinagar restaurants guests demand traditional wazwan instead manchurian chowmin fried rice,NEGATIVE
always use recycled toilet tissue luckily us left local supermarket weâ’re stockpiling thereâ’s need coronaviruspandemic toiletpaper stoppanicbuying recycle minimiseourhumanfootprint mohf,POSITIVE
stock food case cities live shutdown supermarkets damn coronavirus ehhh,NEGATIVE
husband went store stock case gonna gain lbs eating junk food i'm looking forward coronavirus coronaviruspandemic,POSITIVE
stood line supermarket let's see long,POSITIVE
want take time say prepare stock food cleaning supplies stay safe hopefully get cure asap,POSITIVE
joke next week croatia restaurants cofee shops shopping citys going closed even schools going online hope everyone safe coronaviruspandemic mary,POSITIVE
airlines plane ticket prices dropping cheap ass making bookings coz die better die,NEGATIVE
oh irony crowded place stock food supplies stay home avoid crowds trumptheworstpresidentever,NEGATIVE
there's amount clowns aroujnd place supermarket chain put coronavirusupdate coronaoutbreak coronaviruspandemic coronavirusireland,POSITIVE
reported infection turkey hand disinfectantsâ’s prices increased four thousand percent supermarketsâ’s pasta legumes something stocks breaking coronaturkiye coronavirus,POSITIVE
oil prices keep falling russia saudi arabia hit â‘pain,NEGATIVE
world shifted left right centre yet pakistani brands continue skyrocket bs prices delusional,POSITIVE
pasta shelves local supermarket pasta bog roll sauce anyone coronavirus panicbuying,POSITIVE
older lady grocery store telling wonderful listen nice man told duped amp safe,POSITIVE
toilet paper important coronavirus i'm stuck home i'm going stock food fuckin eat,POSITIVE
hey son self isolate online shopping delivery dates days sure said wouldnâ’t happen advice please starve spread coronavirus,NEGATIVE
basics social two metres away people unless supermarket case pile lost minds stoppit,NEGATIVE
modern shipping container stalls discounted prices stalls best competitive market jkia uhurukenyatta ksh passarisabortionkills baringo embu kenya airways presspass,POSITIVE
saw amazon shield corona-virus best guide ever ramond moroe via,POSITIVE
serious best way disinfect produce items brought home grocery store watched people pick replace fruit yesterday like nbd running water sufficient tips welcome,POSITIVE
worried coronavirus want stock pantry check guide healthy non_perishable_food non_perishable_foods_list non_expiring_food,POSITIVE
americans stock food concerns rise,POSITIVE
itâ’s really working lot good things going happen consumer ready consumer powerful country weâ’ve done tax cuts regulation cuts things stablegenius,POSITIVE
doubt consumer behavior different right heavy impacts industries events travel hospitality however online touchpoints giants like amazon already seeing spike reach alongside brands like,POSITIVE
encouraging clients consumers think past current situation consumer journey changing corona,POSITIVE
desktops in.hurry stock lasts.the prices check page,POSITIVE
dunno heard thereâ’s thing going around called thought iâ’d write first world problems,NEGATIVE
local giant grocery store shortly governor effectively shut montgomery county pa panicbuying,POSITIVE
ur line supermarket alongside someone brought sick coughing child along ride coronaviruspandemic,NEGATIVE
psychology consumer panic buying midst outbreak,NEGATIVE
trollingforgood amp gratitude consumer protection attorney us rep katie porter existing us federal law requiring cdc pay costs diagnostic testing anyone coronavirus,POSITIVE
today crowded ever seen grocery store maybe people heard speech last night fact waiting gain knowledge trump take back zombie apocalypse looks better,POSITIVE
genuinely understand point stockpiling toilet paper literally last thing would stockpile worst case scenario use towel food concerned,NEGATIVE
welp iâ’m panicking coronavirus panicked stores wonâ’t food tylenol kids etc prices obscene gov needs protect us gouged crisis skpoli coronavirus,NEGATIVE
convenience retailerâ’s coronavirusupdates lysol clorox products kill coronavirus answer complicated foodservice retail cleanculture clean convenience store training,NEGATIVE
went world amp regular commute traffic backups streets plenty people grocery store tp amp paper towels stock amp normal people cvs seems like ordinary day northern california life,POSITIVE
economic impact china experiencing disruption industrial activities parts world like spain usa asia oil prices plunging dragging stock discourseatuon,POSITIVE
i've costco grocery shop armageddon panic buying amp trolley wars yet mood store sedate laughter talking people filling trolley's brim people waiting doors morning new record,NEGATIVE
